row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
343,343,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Passerelidae,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,"Towhee, Eastern",Pipilo,erythrophthalmus,,,S,SI,GRO,GRO,,118,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.008474576,30,12.72792206,,,2,29,0,,,2,0.0626877315,0.0264056668,1.0004912190,x and SD
344,344,"{Vindstad, 2015 #32051}","Vindstad, 2015 ",Vertebrate,Bird,Cuculiformes,Cuculidae,Cuculus canorus,Cuculus_canorus,Cuculus_canorus,Cuculus_canorus,"Cuckoo, Common ",Cuculus,canorus,,,I,I,CAN,TREE,,10,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,0.87,1.15,,,6,0.79,1.03,,,4,0.0652639526,0.0274572312,0.4168796358,x and SD
345,345,"{Allen, 2009 #32012}","Allen, 2009 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,"Flycatcher, Acadian ",Empidonax,virescens,,,I,I,AER,TREE,,11,Nest survival rates (*correlated with defoliation),,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Pennsylvania and New Jersey, North America",0,,,0.033012,,,,,,,,,,,,,,,0.0660600056,0.0277816506,0.2005652805,r
346,346,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza apicalis,Acanthiza_apicalis,Acanthiza_apicalis,Acanthiza_apicalis,"Thornbill, Inland ",Acanthiza,apicalis,,,I,I,LOW,TREE,,17,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.0701755882,0.0294550400,0.1667692628,x and SD
347,347,"{Norris, 2012 #29924}","Norris, 2012 ",Vertebrate,Bird,Piciformes,Picidae,Dryobates pubescens,Picoides_pubescens,Picoides_pubescens,Picoides_pubescens,"Woodpecker, Downy ",Dryobates,pubescens,,,I,I,BAR,CAV,,1000,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,15,,0.03711448,,,,,,,,,,,,,,,0.0742801375,0.0311175461,0.0019964913,r
348,348,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Psittaciformes,Cacatuidae,Calyptorhynchus latirostris,Calyptorhynchus_latirostris,Calyptorhynchus_latirostris,Calyptorhynchus_latirostris,"Black Cockatoo, Carnaby's",Calyptorhynchus,latirostris,,,S,S,CAN,CAV,,206,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,2.15,17.6,,,5,1.05,4.37,,,5,0.0774371302,0.0323919380,0.4002998255,x and SD
349,349,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Lagomorpha,Leporidae,Oryctolagus cuniculus,Oryctolagus_cuniculus,Oryctolagus_cuniculus,Oryctolagus_cuniculus,European rabbit,Oryctolagus ,cuniculus,1000,0.48,L,P,GRO,GRO,N,1114,Index,Scats counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,49,35.81743834,,,10,44.57142857,64.91973066,,,14,0.0778632107,0.0325636490,0.1715548773,x and SD
350,350,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Sittidae,Sitta carolinensis,Sitta_carolinensis,Sitta_carolinensis,Sitta_carolinensis,"Nuthatch, White-breasted",Sitta,carolinensis,,,I,I,BAR,CAV,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.13,0.04,,,,,,,,,,,,,,,0.0800640769,0.0334495216,0.0343775794,r
351,351,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Regulidae,Regulus calendula,Regulus_calendula,Regulus_calendula,Regulus_calendula,Ruby-crowned Kinglet ,Regulus,calendula,,,I,I,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.04,3.45,,,,,,,,,,,,,,0.0800640769,0.0334495216,0.0125386434,r
352,352,"{Moore, 2013 #345}","Moore, 2013 ",Vertebrate,Reptile,Squamata,Scincidae,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,,Cryptoblepharus,buchananii,,,I,I,BAR,,,34,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,1.5,2.315952582,,,12,1.333333333,1.302677895,,,12,0.0856392472,0.0356855352,0.1668194600,x and SD
353,353,"{Wentzel, Unpublished data #546}","Wentzel, Unpub.",Vertebrate,Mammal,Chiroptera,Molossidae,Mormopterus kitcheneri,Mormopterus_kitcheneri,Mormopterus_kitcheneri,Mormopterus_kitcheneri,Free-tailed bat,Mormopterus,kitcheneri,20,0.11,I,I,AER,TREE,Y,78,Index,Auditory surveys,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.0910051780,0.0378268118,0.1668392071,x and SD
354,354,"{Wentzel, Unpublished data #546}","Wentzel, Unpub.",Vertebrate,Mammal,Chiroptera,Vespertilionidae,Chalinolobus gouldii,Chalinolobus_gouldii,Chalinolobus_gouldii,Chalinolobus_gouldii,Gould's wattled bat,Chalinolobus,gouldii,14,0.06,I,I,AER,TREE,Y,306,Index,Auditory surveys,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.0944262881,0.0391865162,0.1668524234,x and SD
355,355,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza apicalis,Acanthiza_apicalis,Acanthiza_apicalis,Acanthiza_apicalis,"Thornbill, Inland ",Acanthiza,apicalis,,,I,I,LOW,TREE,,41,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.4,1.44,,,5,0.25,1.22,,,5,0.1014622165,0.0419696041,0.4005147291,x and SD
356,356,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus virens,Contopus_virens,Contopus_virens,Contopus_virens,"Wood-pewee, Eastern",Contopus,virens,,,I,I,AER,TREE,,24,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.041666667,6.5,0.707106781,,,2,5.5,7.778174593,,,2,0.1021586497,0.0422441133,1.0013045487,x and SD
357,357,"{Norris, 2012 #29924}","Norris, 2012 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile gambeli,Parus_gambeli,Parus_gambeli,Parus_gambeli,"Chickadee, Mountain",Parus,gambeli,,,I,I,CAN,CAV,,637.5,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,15,,0.05475307,,,,,,,,,,,,,,,0.1096706541,0.0451941010,0.0031233760,r
358,358,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Mammal,Monotremata,Tachyglossidae,Tachyglossus aculeatus,Tachyglossus_aculeatus,Tachyglossus_aculeatus,Tachyglossus_aculeatus,Echidna,Tachyglossus,aculeatus,5000,0.57,I,I,GRO,GRO,N,13,Index,Camera,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,1.75,2.061552813,,,4,1.5,1.732050808,,,4,0.1140562718,0.0469071279,0.5008130521,x and SD
359,359,"{Swei, 2011 #29918}","Swei, 2011 ",Vertebrate,Reptile,Squamata,Iguanidae,Sceloporus_occidentalis,Sceloporus_occidentalis,Sceloporus_occidentalis,Sceloporus_occidentalis,Western fence lizard,Sceloporus,occidentalis,,,I,I,BAR,,,504,Trapping,,Oak forests,California bay (Umbellaria californica) and Quercus spp.,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.06,,,,,,,,,,,,,,,0.1202165850,0.0493019982,0.0039475741,r
360,360,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Stelgidopteryx_serripennis,Stelgidopteryx_serripennis,Stelgidopteryx_serripennis,"swallow, Northern rough-winged",Stelgidopteryx,serripennis,,,I,,AER,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.06,0.17,,,,,,,,,,,,,,0.1202165850,0.0493019982,0.0124884568,r
361,361,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus ustulatus,Catharus_ustulatus,Catharus_ustulatus,Catharus_ustulatus,"Thrush, Swainson’s ",Catharus,ustulatus,,,I,IF,AER,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.06,3.14,,,,,,,,,,,,,,0.1202165850,0.0493019982,0.0124884568,r
362,362,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Piciformes,Picidae,Leuconotopicus villosus,Picoides_villosus,Picoides_villosus,Picoides_villosus,"Woodpecker, Hairy ",Leuconotopicus,villosus,,,I,I,BAR,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.06,1.21,,,,,,,,,,,,,,0.1202165850,0.0493019982,0.0124884568,r
363,363,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Tachycineta_thalassina,Tachycineta_thalassina,Tachycineta_thalassina,"swallow, Violet-green",Tachycineta,thalassina,,,I,,AER,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.06,0.53,,,,,,,,,,,,,,0.1202165850,0.0493019982,0.0124884568,r
364,364,"{Darveau, 1997 #634}","Darveau, 1997 ",Arthropod,Insecta,Hemiptera ,Hemiptera,,Hemiptera,Hemiptera,Hemiptera,,Hemiptera ,Hemiptera ,,,L,P,CAN,,,4824,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.07,,,0.64,,,,,,,,,,,,0.1403442657,0.0570359830,0.0004106258,r
365,365,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Spiders,,,,,I,,GRO,,,15,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.07,,,,,,,,,,,,,,,0.1403442657,0.0570359830,0.1418157537,r
366,366,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus guttatus,Catharus_guttatus,Catharus_guttatus,Catharus_guttatus,"Thrush, Hermit ",Catharus,guttatus,,,I,IF,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.07,2.63,,,,,,,,,,,,,,0.1403442657,0.0570359830,0.0124558895,r
367,367,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Passerelidae,Junco hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Dark-eyed Junco,Junco,hyemalis,,,S,S,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.07,6.7,,,,,,,,,,,,,,0.1403442657,0.0570359830,0.0124558895,r
368,368,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza chrysorrhoa,Acanthiza_chrysorrhoa,Acanthiza_chrysorrhoa,Acanthiza_chrysorrhoa,"Thornbill, Yellow-Rumped",Acanthiza,chrysorrhoa,,,I,I,GRO,TREE,,13,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.15,0.75,,,5,0.05,0.38,,,5,0.1518382023,0.0613914784,0.4011527420,x and SD
369,369,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Diprotodontia,Potoroidae,Bettongia penicillata,Bettongia_penicillata,Bettongia_penicillata,Bettongia_penicillata,Woylie,Bettongia,penicillata,1600,0.51,L,P,GRO,GRO,N,169,Index,Scats counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,8.2,11.23288822,,,10,6.214285714,13.19777704,,,14,0.1542131693,0.0622860252,0.1719240235,x and SD
370,370,"{Kreplins, unpublished #29887}","Kreplins, Unpub. ",Vertebrate,Bird,Psittaciformes,Psittaculidae,Parvipsitta porphyrocephala,Glossopsitta_porphyrocephala,Glossopsitta_porphyrocephala,Glossopsitta_porphyrocephala,"Lorikeet, purple crowned",Parvipsitta,porphyrocephala,,,N,N,CAN,CAV,,11,Number of sites present,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.5,0.522232968,,,12,0.416666667,0.514928651,,,12,0.1551392274,0.0626343323,0.1671680871,x and SD
371,371,"{Alsop, 1991 #1048}","Alsop, 1991 ",Vertebrate,Bird,Passeriformes,Sittidae,Sitta canadensis,Sitta_canadensis,Sitta_canadensis,Sitta_canadensis,"Nuthatch, red-breasted",Sitta,canadensis,,,I,I,BAR,CAV,,18,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"Tennessee, USA",1,18,,,,,0.73888268,0.111111111,10,,,,1,8,,,,1,0.1576220812,0.0635668022,2.0062111801,chi
372,372,"{Kreplins, unpublished #29887}","Kreplins, Unpub. ",Vertebrate,Bird,Passeriformes,Meliphagidae,Anthochaera carunculata,Anthochaera_carunculata,Anthochaera_carunculata,Anthochaera_carunculata,"Wattlebird, Red ",Anthochaera,carunculata,,,N,N,CAN,TREE,,15,Number of sites present,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.666666667,0.492365964,,,12,0.583333333,0.514928651,,,12,0.1597031207,0.0643468258,0.1671980226,x and SD
373,373,"{Kreplins, unpublished #29887}","Kreplins, Unpub. ",Vertebrate,Bird,Passeriformes,Meliphagidae,Ptilotula ornata,Lichenostomus_ornatus,Lichenostomus_ornatus,Lichenostomus_ornatus,"Honeyeater, yellow plumed ",Ptilotula,ornata,,,I,I,CAN,TREE,,15,Number of sites present,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.666666667,0.492365964,,,12,0.583333333,0.514928651,,,12,0.1597031207,0.0643468258,0.1671980226,x and SD
374,374,"{Campeotto, 1987 #29886}","Campeotto, 1987 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza inornata,Acanthiza_inornata,Acanthiza_inornata,Acanthiza_inornata,"Thornbill, Western ",Acanthiza,inornata,,,I,I,LOW,TREE,,27,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,0.166666667,15,,,,2,12,,,,2,0.1600000000,0.0644579892,0.0000000010,chi
375,375,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Arachnida,Acari,Oribatida,,Oribatida,Oribatida,Oribatida,Mite,,,,,D,,GRO,,,6228,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.08,,,,,,,,,,,,,,,0.1605144708,0.0646505602,0.0003170840,r
376,376,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,1368,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.08,,,0.58,,,,,,,,,,,,0.1605144708,0.0646505602,0.0014443910,r
377,377,"{Swei, 2011 #29918}","Swei, 2011 ",Vertebrate,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus columbianus,Odocoileus_hemionus_columbianus,Odocoileus_hemionus_columbianus,Odocoileus_hemionus_columbianus,Columbian black-tailed deer,Odocoileus,hemionus columbianus,50000,0.67,L,P,GRO,GRO,N,776,Index,Scats counts,Oak forests,California bay (Umbellaria californica) and Quercus spp.,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.08,,,,,,,,,,,,,,,0.1605144708,0.0646505602,0.0025477207,r
378,378,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Entognatha,Collembola,Collembola,,Collembola,Collembola,Collembola,Springtails,Entomobryomorpha,,,,D,,GRO,,,568,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.08,,,,,,,,,,,,,,,0.1605144708,0.0646505602,0.0034823367,r
379,379,"{Darveau, 1992 #7604}","Darveau, 1992 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,53,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.08,,,,,1.9,0.6,,,,,,,,,0.1605144708,0.0646505602,0.0379776512,r
380,380,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Least ",Empidonax,minimus,,,I,I,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.08,2.68,,,,,,,,,,,,,,0.1605144708,0.0646505602,0.0124183647,r
381,381,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Morethia_obscura,Morethia_obscura,Morethia_obscura,Morethia_obscura,,Morethia,obscura, SVL <10cm,,I,I,GRO,,,33,Pitfall trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.1613163232,0.0649505304,0.1672088116,x and SD
382,382,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Artamidae,Cracticus torquatus,Cracticus_torquatus,Cracticus_torquatus,Cracticus_torquatus,"Butcherbird, Grey",Cracticus,torquatus,,,O,V,AER,TREE,,15,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.15,0.45,,,5,0.08,0.32,,,5,0.1618375786,0.0651454192,0.4013095701,x and SD
383,383,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Passeriformes,Acanthizidae,Sericornis frontalis,Sericornis_frontalis,Sericornis_frontalis,Sericornis_frontalis,"Scrubwren, White-browed ",Sericornis,frontalis,,,I,I,LOW,GRO,,21,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.1701863777,0.0682550381,0.1672700709,x and SD
384,384,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga virens,Dendroica_virens,Dendroica_virens,Dendroica_virens,"Warbler, Black-throated green",Setophaga,virens,,,I,I,CAN,TREE,,88,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,6.2,1.4,,,3,5.533333333,4.1501004,,,3,0.1717519845,0.0688356977,0.6691248953,x and SD
385,385,"{Armstrong, 2000 #29885}","Armstrong, 2000 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Gerygone fusca,Gerygone_fusca,Gerygone_fusca,Gerygone_fusca,"Gerygone, Western ",Gerygone,fusca,,,I,I,CAN,TREE,,16,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,0.125,9,,,,2,7,,,,2,0.1800000000,0.0718820073,0.0000000010,chi
386,386,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Entognatha,Collembola,Collembola,,Collembola,Collembola,Collembola,Springtails,Poduromorpha,,,,D,,GRO,,,703,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.09,,,,,,,,,,,,,,,0.1807334588,0.0721518701,0.0028030387,r
387,387,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Strigiformes,Strigidae,Bubo virginianus,Bubo_virginianus,Bubo_virginianus,Bubo_virginianus,"Owl, Great horned",Bubo,virginianus,,,O,V,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.09,0.37,,,,,,,,,,,,,,0.1807334588,0.0721518701,0.0123759050,r
388,388,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Pacific-slope ",Empidonax,difficilis,,,I,I,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.09,0.67,,,,,,,,,,,,,,0.1807334588,0.0721518701,0.0123759050,r
389,389,"{Armstrong, 2000 #29885}","Armstrong, 2000 ",Vertebrate,Bird,Passeriformes,Pardalotidae,Pardalotus striatus,Pardalotus_striatus,Pardalotus_striatus,Pardalotus_striatus,"Pardalote, Striated ",Pardalotus,striatus,,,I,I,CAN,CAV,,14,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,0.142857143,8,,,,2,6,,,,2,0.2000000000,0.0791812460,0.0000000010,chi
390,390,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Arachnida,Acari,Mesostigmata,,Mesostigmata,Mesostigmata,Mesostigmata,Predatory mites,,,,,I,,GRO,,,1281,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.1,,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0015314067,r
391,391,"{Swei, 2011 #29918}","Swei, 2011 ",Vertebrate,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Deer mouse,Peromyscus,maniculatus,20,0.11,S,S,GRO,GRO,N,1032,Trapping,,Oak forests,California bay (Umbellaria californica) and Quercus spp.,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.1,,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0019012618,r
392,392,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Passerelidae,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,"Towhee, Eastern",Pipilo,erythrophthalmus,,,S,SI,GRO,GRO,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.17,0.1,,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0338013781,r
393,393,"{Jiménez-Chacón, 2018 #32781}","Jiménez-Chacón, 2018 ",Arthropod,Myriapoda,Diplopoda,Diplopoda,,Diplopoda,Diplopoda,Diplopoda,Millipedes,,,,,D,,GRO,,,17,Litter sampling,,Mixed forest,Quercus canariensis,Phytophthora cinnamomi,Pathogen,1,1,0,2,South Spain,0,,,0.1,,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.1227430024,r
394,394,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Parkesia noveboracensis,Seiurus_noveboracensis,Seiurus_noveboracensis,Seiurus_noveboracensis,Northern Waterthrush ,Parkesia,noveboracensis,,,I,I,GRO,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.1,1,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0123285361,r
